,GOterm
adar,GO:0032720
bcl3,GO:0032720
bmp4,GO:0032720
zfp36l1,GO:0032720
zfp36l1,GO:0032720
zfp36l2,GO:0032720
calr,GO:0032720
cirbp,GO:0032720
dapk1,GO:0032720
dapk3,GO:0032720
daz1,GO:0032720
dazl,GO:0032720
ddx3x,GO:0032720
ddx3x,GO:0032720
ddx5,GO:0032720
dhx9,GO:0032720
dhx9,GO:0032720
dhfr,GO:0032720
eef2,GO:0032720
egfr,GO:0032720
eif4e,GO:0032720
eif4ebp1,GO:0032720
eif4g1,GO:0032720
eif4g1,GO:0032720
eif4g2,GO:0032720
eif5,GO:0032720
elavl1,GO:0032720
eprs,GO:0032720
eprs,GO:0032720
erbb2,GO:0032720
esr1,GO:0032720
foxo3,GO:0032720
fmr1,GO:0032720
fmr1,GO:0032720
mtor,GO:0032720
gapdh,GO:0032720
gapdh,GO:0032720
hnrnpa2b1,GO:0032720
hnrnpd,GO:0032720
igfbp5,GO:0032720
il6,GO:0032720
eif3e,GO:0032720
eif6,GO:0032720
mov10,GO:0032720
mov10,GO:0032720
ncbp1,GO:0032720
nck1,GO:0032720
ncl,GO:0032720
npm1,GO:0032720
pou5f1,GO:0032720
pparg,GO:0032720
map2k1,GO:0032720
map2k2,GO:0032720
eif2ak2,GO:0032720
eif2ak2,GO:0032720
dnajc3,GO:0032720
rbm4,GO:0032720
upf1,GO:0032720
rpl5,GO:0032720
rpl10,GO:0032720
rpl26,GO:0032720
rps3,GO:0032720
rps4x,GO:0032720
rps6kb1,GO:0032720
rps6kb2,GO:0032720
shmt1,GO:0032720
sox4,GO:0032720
stat3,GO:0032720
tarbp2,GO:0032720
tcof1,GO:0032720
tgfb1,GO:0032720
thbs1,GO:0032720
tpr,GO:0032720
tsc1,GO:0032720
tsc1,GO:0032720
tyms,GO:0032720
vim,GO:0032720
zfp36,GO:0032720
zfp36,GO:0032720
btg2,GO:0032720
fxr1,GO:0032720
nck2,GO:0032720
enc1,GO:0032720
mapkapk5,GO:0032720
khsrp,GO:0032720
prkra,GO:0032720
eif3b,GO:0032720
eif3c,GO:0032720
eif3d,GO:0032720
alkbh1,GO:0032720
limd1,GO:0032720
nolc1,GO:0032720
eif2ak3,GO:0032720
eif4e2,GO:0032720
ncor1,GO:0032720
ncor2,GO:0032720
eif5b,GO:0032720
pum1,GO:0032720
pum1,GO:0032720
eif4a3,GO:0032720
eif4a3,GO:0032720
ctif,GO:0032720
tsfm,GO:0032720
trap1,GO:0032720
tob1,GO:0032720
eif1,GO:0032720
prg3,GO:0032720
rack1,GO:0032720
syncrip,GO:0032720
syncrip,GO:0032720
usp16,GO:0032720
igf2bp1,GO:0032720
khdrbs1,GO:0032720
rnf139,GO:0032720
cpeb3,GO:0032720
ncbp2,GO:0032720
habp4,GO:0032720
cnot1,GO:0032720
samd4a,GO:0032720
mrps27,GO:0032720
larp4b,GO:0032720
zc3h7b,GO:0032720
zcchc11,GO:0032720
larp1,GO:0032720
pum2,GO:0032720
dicer1,GO:0032720
rpl13a,GO:0032720
rpl13a,GO:0032720
ppp1r15a,GO:0032720
gemin5,GO:0032720
gigyf2,GO:0032720
gigyf2,GO:0032720
mtg2,GO:0032720
ago1,GO:0032720
ago1,GO:0032720
ago2,GO:0032720
ago2,GO:0032720
tnrc6a,GO:0032720
tnrc6a,GO:0032720
coa3,GO:0032720
zc3h7a,GO:0032720
drosha,GO:0032720
drosha,GO:0032720
rps27l,GO:0032720
paip2,GO:0032720
prr16,GO:0032720
ythdf2,GO:0032720
ythdf2,GO:0032720
spout1,GO:0032720
srrt,GO:0032720
dgcr8,GO:0032720
ythdf1,GO:0032720
ythdf1,GO:0032720
trmt10c,GO:0032720
rmnd1,GO:0032720
ogfod1,GO:0032720
uqcc1,GO:0032720
larp6,GO:0032720
mettl3,GO:0032720
mettl3,GO:0032720
xpo5,GO:0032720
xpo5,GO:0032720
nsun3,GO:0032720
klhl25,GO:0032720
cpeb1,GO:0032720
upf3b,GO:0032720
upf3a,GO:0032720
boll,GO:0032720
fastkd3,GO:0032720
lin28a,GO:0032720
snip1,GO:0032720
zc3h12a,GO:0032720
sesn2,GO:0032720
eif2a,GO:0032720
poldip3,GO:0032720
uqcc2,GO:0032720
pym1,GO:0032720
mpv17l2,GO:0032720
zc3h10,GO:0032720
ajuba,GO:0032720
unk,GO:0032720
znf598,GO:0032720
znf598,GO:0032720
mtg1,GO:0032720
dph7,GO:0032720
larp4,GO:0032720
malsu1,GO:0032720
wtip,GO:0032720
trim71,GO:0032720
trim71,GO:0032720
cpeb2,GO:0032720
bcdin3d,GO:0032720
znf540,GO:0032720
ago3,GO:0032720
ago3,GO:0032720
ago4,GO:0032720
ago4,GO:0032720
ythdf3,GO:0032720
ythdf3,GO:0032720
nanos2,GO:0032720
nanos1,GO:0032720
nanos3,GO:0032720
dnd1,GO:0032720
lin28b,GO:0032720
paip2b,GO:0032720
mirlet7a1,GO:0032720
mirlet7a1,GO:0032720
mirlet7a2,GO:0032720
mirlet7a2,GO:0032720
mirlet7a3,GO:0032720
mirlet7a3,GO:0032720
mirlet7b,GO:0032720
mirlet7c,GO:0032720
mirlet7e,GO:0032720
mirlet7f1,GO:0032720
mirlet7f2,GO:0032720
mirlet7g,GO:0032720
mir101-1,GO:0032720
mir101-2,GO:0032720
mir103a1,GO:0032720
mir103a2,GO:0032720
mir105-1,GO:0032720
mir105-2,GO:0032720
mir106a,GO:0032720
mir106b,GO:0032720
mir107,GO:0032720
mir10a,GO:0032720
mir10b,GO:0032720
mir1-1,GO:0032720
mir1-1,GO:0032720
mir1-2,GO:0032720
mir1-2,GO:0032720
mir124-1,GO:0032720
mir124-2,GO:0032720
mir124-3,GO:0032720
mir125a,GO:0032720
mir125b1,GO:0032720
mir125b2,GO:0032720
mir126,GO:0032720
mir128-1,GO:0032720
mir128-2,GO:0032720
mir129-1,GO:0032720
mir129-2,GO:0032720
mir130a,GO:0032720
mir130b,GO:0032720
mir132,GO:0032720
mir132,GO:0032720
mir133a1,GO:0032720
mir133a1,GO:0032720
mir133a2,GO:0032720
mir133a2,GO:0032720
mir134,GO:0032720
mir137,GO:0032720
mir138-1,GO:0032720
mir138-2,GO:0032720
mir140,GO:0032720
mir141,GO:0032720
mir141,GO:0032720
mir143,GO:0032720
mir145,GO:0032720
mir146a,GO:0032720
mir148a,GO:0032720
mir150,GO:0032720
mir152,GO:0032720
mir153-1,GO:0032720
mir153-2,GO:0032720
mir155,GO:0032720
mir155,GO:0032720
mir15a,GO:0032720
mir15b,GO:0032720
mir16-1,GO:0032720
mir16-2,GO:0032720
mir17,GO:0032720
mir17,GO:0032720
mir18a,GO:0032720
mir181a2,GO:0032720
mir181a2,GO:0032720
mir181b1,GO:0032720
mir181b1,GO:0032720
mir181b2,GO:0032720
mir181b2,GO:0032720
mir185,GO:0032720
mir188,GO:0032720
mir191,GO:0032720
mir193a,GO:0032720
mir196a1,GO:0032720
mir196a2,GO:0032720
mir199a1,GO:0032720
mir199a2,GO:0032720
mir199b,GO:0032720
mir19a,GO:0032720
mir19b1,GO:0032720
mir19b2,GO:0032720
mir20a,GO:0032720
mir20a,GO:0032720
mir200a,GO:0032720
mir200b,GO:0032720
mir200b,GO:0032720
mir200c,GO:0032720
mir204,GO:0032720
mir206,GO:0032720
mir208a,GO:0032720
mir21,GO:0032720
mir21,GO:0032720
mir210,GO:0032720
mir212,GO:0032720
mir181a1,GO:0032720
mir181a1,GO:0032720
mir214,GO:0032720
mir214,GO:0032720
mir217,GO:0032720
mir218-1,GO:0032720
mir218-2,GO:0032720
mir219a1,GO:0032720
mir219a2,GO:0032720
mir22,GO:0032720
mir221,GO:0032720
mir221,GO:0032720
mir222,GO:0032720
mir222,GO:0032720
mir224,GO:0032720
mir23a,GO:0032720
mir23b,GO:0032720
mir24-1,GO:0032720
mir24-1,GO:0032720
mir24-2,GO:0032720
mir24-2,GO:0032720
mir25,GO:0032720
mir26a1,GO:0032720
mir26a2,GO:0032720
mir27a,GO:0032720
mir27b,GO:0032720
mir28,GO:0032720
mir29a,GO:0032720
mir296,GO:0032720
mir299,GO:0032720
mir29b1,GO:0032720
mir29b1,GO:0032720
mir29b2,GO:0032720
mir29b2,GO:0032720
mir29c,GO:0032720
mir30a,GO:0032720
mir30a,GO:0032720
mir30b,GO:0032720
mir30b,GO:0032720
mir30c1,GO:0032720
mir30c2,GO:0032720
mir30e,GO:0032720
mir31,GO:0032720
mir32,GO:0032720
mir320a,GO:0032720
mir34a,GO:0032720
mir7-1,GO:0032720
mir7-2,GO:0032720
mir7-3,GO:0032720
mir92a1,GO:0032720
mir92a1,GO:0032720
mir92a2,GO:0032720
mir92a2,GO:0032720
mir93,GO:0032720
mir96,GO:0032720
mir17hg,GO:0032720
eif2ak4,GO:0032720
mir133b,GO:0032720
mir135b,GO:0032720
mir148b,GO:0032720
mir328,GO:0032720
mir342,GO:0032720
mir345,GO:0032720
mir372,GO:0032720
mir361,GO:0032720
mir378a,GO:0032720
mir423,GO:0032720
mir424,GO:0032720
mir425,GO:0032720
dhfrp1,GO:0032720
mir363,GO:0032720
mir20b,GO:0032720
mir18b,GO:0032720
mir329-1,GO:0032720
mir329-2,GO:0032720
mir409,GO:0032720
mir410,GO:0032720
mir146b,GO:0032720
mir492,GO:0032720
mir494,GO:0032720
mir495,GO:0032720
mir497,GO:0032720
mir181d,GO:0032720
mir515-1,GO:0032720
mir519e,GO:0032720
mir515-2,GO:0032720
mir520a,GO:0032720
mir519b,GO:0032720
mir520b,GO:0032720
mir518b,GO:0032720
mir526a1,GO:0032720
mir520c,GO:0032720
mir518c,GO:0032720
mir519d,GO:0032720
mir526a2,GO:0032720
mir518a1,GO:0032720
mir518d,GO:0032720
mir518a2,GO:0032720
mir520h,GO:0032720
mir527,GO:0032720
mir499a,GO:0032720
mir503,GO:0032720
mir505,GO:0032720
mir509-1,GO:0032720
mir514a1,GO:0032720
mir514a2,GO:0032720
mir514a3,GO:0032720
mir483,GO:0032720
mir487b,GO:0032720
mir548c,GO:0032720
mir572,GO:0032720
mir582,GO:0032720
mir590,GO:0032720
mir639,GO:0032720
mir640,GO:0032720
mir654,GO:0032720
mir657,GO:0032720
mir661,GO:0032720
mir663a,GO:0032720
mir767,GO:0032720
mir298,GO:0032720
mir509-2,GO:0032720
mir892b,GO:0032720
mir876,GO:0032720
mir665,GO:0032720
mir873,GO:0032720
mir301b,GO:0032720
mir543,GO:0032720
mir208b,GO:0032720
mir509-3,GO:0032720
mir939,GO:0032720
mir1224,GO:0032720
mir711,GO:0032720
mir2355,GO:0032720
mir4632,GO:0032720
pgam1,GO:0032727
tigar,GO:0032727
bin1,GO:0032728
apoe,GO:0032728
clu,GO:0032728
efna1,GO:0032728
gsk3a,GO:0032728
rock1,GO:0032728
sorl1,GO:0032728
sorl1,GO:0032728
picalm,GO:0032728
rock2,GO:0032728
tmed10,GO:0032728
gsap,GO:0032728
lrrtm3,GO:0032728
plk3,GO:0032724
snca,GO:0032724
prkcd,GO:0045080
ormdl2,GO:0045080
ormdl1,GO:0045080
ormdl3,GO:0045080
samd8,GO:0045080
prkcd,GO:0071639
prkcd,GO:0071651
atp2b4,GO:0071654
cd34,GO:0071654
ptgis,GO:0071654
khsrp,GO:0071654
zc3h12a,GO:0071654
mir199a1,GO:0071654
mir199a2,GO:0071654
mir92a1,GO:0071654
mir92a2,GO:0071654
akt1,GO:0071660
ass1,GO:0071660
clu,GO:0071660
ifng,GO:0071660
il1b,GO:0071660
insr,GO:0071660
smad3,GO:0071660
pkd2,GO:0071660
tnf,GO:0071660
klf4,GO:0071660
klf2,GO:0071660
agxt2,GO:0071660
mir181a2,GO:0071660
mir181b1,GO:0071660
mir99b,GO:0071660
a2m,GO:0090197
abl1,GO:0090197
adar,GO:0090197
adar,GO:0090197
adarb1,GO:0090197
akt1,GO:0090197
alad,GO:0090197
bin1,GO:0090197
anxa2,GO:0090197
apc,GO:0090197
apcs,GO:0090197
xiap,GO:0090197
apod,GO:0090197
apoe,GO:0090197
aqp1,GO:0090197
arrb1,GO:0090197
arrb2,GO:0090197
avp,GO:0090197
bcl3,GO:0090197
bmp4,GO:0090197
bmp7,GO:0090197
brca1,GO:0090197
zfp36l1,GO:0090197
zfp36l1,GO:0090197
zfp36l2,GO:0090197
serping1,GO:0090197
c4bpa,GO:0090197
c4bpb,GO:0090197
ldlrad4,GO:0090197
calr,GO:0090197
capn3,GO:0090197
cast,GO:0090197
cav1,GO:0090197
cav1,GO:0090197
cav3,GO:0090197
cd44,GO:0090197
cdk5,GO:0090197
cdkn1a,GO:0090197
cdkn1b,GO:0090197
cdkn1b,GO:0090197
cdkn1c,GO:0090197
cdkn2a,GO:0090197
cdkn2d,GO:0090197
clu,GO:0090197
cr1,GO:0090197
cry2,GO:0090197
cryab,GO:0090197
csn2,GO:0090197
csnk2a1,GO:0090197
cst3,GO:0090197
cst3,GO:0090197
cst4,GO:0090197
csta,GO:0090197
cstb,GO:0090197
ctbp1,GO:0090197
ctnnb1,GO:0090197
ctsz,GO:0090197
cd55,GO:0090197
cd55,GO:0090197
dag1,GO:0090197
dgkq,GO:0090197
dapk1,GO:0090197
dapk3,GO:0090197
ddx3x,GO:0090197
ddx5,GO:0090197
dhx9,GO:0090197
dhcr24,GO:0090197
dhfr,GO:0090197
dlg1,GO:0090197
dnmt1,GO:0090197
dnmt3b,GO:0090197
dpep1,GO:0090197
dusp1,GO:0090197
dusp3,GO:0090197
dusp3,GO:0090197
dusp4,GO:0090197
dusp4,GO:0090197
dusp6,GO:0090197
dusp6,GO:0090197
dusp7,GO:0090197
dvl1,GO:0090197
ecm1,GO:0090197
edn1,GO:0090197
ednrb,GO:0090197
egfr,GO:0090197
egfr,GO:0090197
eif4ebp1,GO:0090197
eif4g1,GO:0090197
eif4g1,GO:0090197
elane,GO:0090197
eng,GO:0090197
epha1,GO:0090197
eprs,GO:0090197
eprs,GO:0090197
esr1,GO:0090197
mecom,GO:0090197
f2,GO:0090197
f2rl1,GO:0090197
fabp1,GO:0090197
fbln1,GO:0090197
fktn,GO:0090197
fhit,GO:0090197
fkbp1a,GO:0090197
fkbp1b,GO:0090197
foxm1,GO:0090197
foxo1,GO:0090197
flna,GO:0090197
flot2,GO:0090197
fmr1,GO:0090197
fmr1,GO:0090197
ifi6,GO:0090197
g6pd,GO:0090197
gapdh,GO:0090197
gapdh,GO:0090197
gas1,GO:0090197
gas6,GO:0090197
gba,GO:0090197
gbp1,GO:0090197
ghsr,GO:0090197
gnaq,GO:0090197
sfn,GO:0090197
gper1,GO:0090197
gps2,GO:0090197
gpx1,GO:0090197
gstp1,GO:0090197
nckap1l,GO:0090197
hfe,GO:0090197
hgf,GO:0090197
hhex,GO:0090197
hnrnpa2b1,GO:0090197
dnaja1,GO:0090197
dnaja1,GO:0090197
hspa1a,GO:0090197
hspa1b,GO:0090197
hsp90ab1,GO:0090197
hsp90ab1,GO:0090197
ifi16,GO:0090197
igbp1,GO:0090197
igf1r,GO:0090197
igfbp3,GO:0090197
igfbp5,GO:0090197
ikbkb,GO:0090197
il10,GO:0090197
inhbb,GO:0090197
ins,GO:0090197
ins,GO:0090197
insm1,GO:0090197
itgav,GO:0090197
itgb3,GO:0090197
eif6,GO:0090197
kng1,GO:0090197
limk1,GO:0090197
lrp6,GO:0090197
lrp6,GO:0090197
lrp5,GO:0090197
ltf,GO:0090197
mad2l1,GO:0090197
smad6,GO:0090197
smad6,GO:0090197
smad7,GO:0090197
magea2,GO:0090197
magea3,GO:0090197
mdm4,GO:0090197
men1,GO:0090197
men1,GO:0090197
mmp9,GO:0090197
mov10,GO:0090197
mov10,GO:0090197
mt3,GO:0090197
naip,GO:0090197
nck1,GO:0090197
ncl,GO:0090197
nell1,GO:0090197
nf1,GO:0090197
nf2,GO:0090197
npm1,GO:0090197
ntf3,GO:0090197
ntrk3,GO:0090197
furin,GO:0090197
serpine1,GO:0090197
serpine1,GO:0090197
pak2,GO:0090197
prkn,GO:0090197
pax2,GO:0090197
enpp1,GO:0090197
pdpk1,GO:0090197
phb,GO:0090197
phf1,GO:0090197
serpinb6,GO:0090197
serpine2,GO:0090197
serpine2,GO:0090197
serpinb8,GO:0090197
serpinb9,GO:0090197
serpinb13,GO:0090197
pik3r2,GO:0090197
pin1,GO:0090197
plat,GO:0090197
plaur,GO:0090197
serpinf2,GO:0090197
plk1,GO:0090197
pml,GO:0090197
pou5f1,GO:0090197
pparg,GO:0090197
ppef2,GO:0090197
ptpa,GO:0090197
pkia,GO:0090197
prkar1a,GO:0090197
prkar1b,GO:0090197
prkar2a,GO:0090197
prkar2b,GO:0090197
prkcd,GO:0090197
prkcg,GO:0090197
prkcz,GO:0090197
map2k1,GO:0090197
map2k2,GO:0090197
eif2ak2,GO:0090197
eif2ak2,GO:0090197
dnajc3,GO:0090197
psmd10,GO:0090197
pten,GO:0090197
pten,GO:0090197
ptk6,GO:0090197
ptpn1,GO:0090197
ptpn2,GO:0090197
ptpn3,GO:0090197
ptpn6,GO:0090197
ptprc,GO:0090197
ptprj,GO:0090197
ptprr,GO:0090197
ptx3,GO:0090197
qars,GO:0090197
rb1,GO:0090197
rbm4,GO:0090197
upf1,GO:0090197
trim27,GO:0090197
rock1,GO:0090197
rpl5,GO:0090197
rpl11,GO:0090197
rpl11,GO:0090197
rps3,GO:0090197
rps6ka1,GO:0090197
rps6ka3,GO:0090197
rps7,GO:0090197
serpinb3,GO:0090197
serpinb3,GO:0090197
serpinb4,GO:0090197
sdcbp,GO:0090197
sfrp1,GO:0090197
sgta,GO:0090197
shmt1,GO:0090197
siah2,GO:0090197
smarcb1,GO:0090197
smpd1,GO:0090197
snca,GO:0090197
snca,GO:0090197
snta1,GO:0090197
sorl1,GO:0090197
sorl1,GO:0090197
sox4,GO:0090197
spi1,GO:0090197
spock1,GO:0090197
src,GO:0090197
trim21,GO:0090197
stat3,GO:0090197
supt6h,GO:0090197
taf1,GO:0090197
taf1,GO:0090197
taf7,GO:0090197
taf9,GO:0090197
tarbp2,GO:0090197
tfap4,GO:0090197
nr2f2,GO:0090197
tgfb1,GO:0090197
thbs1,GO:0090197
timp1,GO:0090197
timp2,GO:0090197
timp3,GO:0090197
tnf,GO:0090197
tnfaip3,GO:0090197
tpr,GO:0090197
tsc1,GO:0090197
tsg101,GO:0090197
twist1,GO:0090197
tyms,GO:0090197
ube2g2,GO:0090197
uchl1,GO:0090197
usp4,GO:0090197
vegfa,GO:0090197
ezr,GO:0090197
vtn,GO:0090197
wars,GO:0090197
xdh,GO:0090197
xrcc1,GO:0090197
ywhab,GO:0090197
ywhae,GO:0090197
zfp36,GO:0090197
zfp36,GO:0090197
btg2,GO:0090197
usp7,GO:0090197
psca,GO:0090197
fxr1,GO:0090197
nck2,GO:0090197
ogt,GO:0090197
enc1,GO:0090197
khsrp,GO:0090197
prkra,GO:0090197
plpp3,GO:0090197
socs1,GO:0090197
hyal2,GO:0090197
snx3,GO:0090197
hdac3,GO:0090197
limd1,GO:0090197
nol3,GO:0090197
socs3,GO:0090197
usp14,GO:0090197
lats1,GO:0090197
nog,GO:0090197
itgb1bp1,GO:0090197
klf4,GO:0090197
trip12,GO:0090197
rpl23,GO:0090197
slit2,GO:0090197
slc9a3r1,GO:0090197
adipoq,GO:0090197
cdyl,GO:0090197
itm2b,GO:0090197
eif4e2,GO:0090197
rock2,GO:0090197
psmf1,GO:0090197
tmem59,GO:0090197
bag5,GO:0090197
bag5,GO:0090197
h2afy,GO:0090197
ncor1,GO:0090197
ncor1,GO:0090197
ncor2,GO:0090197
isg15,GO:0090197
ppm1f,GO:0090197
socs5,GO:0090197
pum1,GO:0090197
pum1,GO:0090197
rassf2,GO:0090197
eif4a3,GO:0090197
rgp1,GO:0090197
mvp,GO:0090197
acot8,GO:0090197
hdac6,GO:0090197
ranbp9,GO:0090197
dnajb6,GO:0090197
tob1,GO:0090197
prmt3,GO:0090197
trib1,GO:0090197
spry2,GO:0090197
spry2,GO:0090197
tnip1,GO:0090197
prg3,GO:0090197
rack1,GO:0090197
pias3,GO:0090197
mad2l2,GO:0090197
pibf1,GO:0090197
crtap,GO:0090197
syncrip,GO:0090197
syncrip,GO:0090197
lamtor5,GO:0090197
hexim1,GO:0090197
igf2bp1,GO:0090197
zmynd11,GO:0090197
lilrb1,GO:0090197
os9,GO:0090197
tlk2,GO:0090197
fgfr1op,GO:0090197
strap,GO:0090197
irak3,GO:0090197
dusp10,GO:0090197
rnf139,GO:0090197
pnkp,GO:0090197
cd300a,GO:0090197
park7,GO:0090197
park7,GO:0090197
stk38,GO:0090197
u2af2,GO:0090197
u2af2,GO:0090197
gabarapl2,GO:0090197
ppm1e,GO:0090197
cpeb3,GO:0090197
inpp5f,GO:0090197
card8,GO:0090197
sirt2,GO:0090197
dkk1,GO:0090197
cnot1,GO:0090197
gpd1l,GO:0090197
arl6ip1,GO:0090197
zc3h7b,GO:0090197
zcchc11,GO:0090197
larp1,GO:0090197
pum2,GO:0090197
ufl1,GO:0090197
dicer1,GO:0090197
sirt1,GO:0090197
sirt1,GO:0090197
rybp,GO:0090197
tardbp,GO:0090197
sf3b3,GO:0090197
rpl13a,GO:0090197
rpl13a,GO:0090197
gtpbp4,GO:0090197
coro1c,GO:0090197
cblc,GO:0090197
ppp1r15a,GO:0090197
fkbp8,GO:0090197
bace2,GO:0090197
wwtr1,GO:0090197
sin3a,GO:0090197
ibtk,GO:0090197
znf451,GO:0090197
ppp1r16b,GO:0090197
ppp1r16b,GO:0090197
gigyf2,GO:0090197
gigyf2,GO:0090197
traf3ip1,GO:0090197
noc2l,GO:0090197
ptpn22,GO:0090197
tinf2,GO:0090197
ago1,GO:0090197
ago1,GO:0090197
lats2,GO:0090197
grem1,GO:0090197
lamp3,GO:0090197
ago2,GO:0090197
ago2,GO:0090197
erlec1,GO:0090197
tnrc6a,GO:0090197
tnrc6a,GO:0090197
trib2,GO:0090197
hipk2,GO:0090197
klf15,GO:0090197
zc3h7a,GO:0090197
drosha,GO:0090197
drosha,GO:0090197
pycard,GO:0090197
usp25,GO:0090197
snx12,GO:0090197
nop53,GO:0090197
foxp3,GO:0090197
foxp3,GO:0090197
derl2,GO:0090197
ubxn1,GO:0090197
ubxn1,GO:0090197
mlxipl,GO:0090197
vps28,GO:0090197
lef1,GO:0090197
paip2,GO:0090197
wac,GO:0090197
dact1,GO:0090197
taok3,GO:0090197
ubr5,GO:0090197
atraid,GO:0090197
prkag2,GO:0090197
ythdf2,GO:0090197
ube2j1,GO:0090197
spout1,GO:0090197
triap1,GO:0090197
azin1,GO:0090197
srrt,GO:0090197
rtraf,GO:0090197
cdk5rap1,GO:0090197
ghrl,GO:0090197
inpp5k,GO:0090197
errfi1,GO:0090197
terf2ip,GO:0090197
dnajc10,GO:0090197
dgcr8,GO:0090197
gnl3l,GO:0090197
parp14,GO:0090197
trim44,GO:0090197
bcor,GO:0090197
lax1,GO:0090197
pinx1,GO:0090197
pih1d1,GO:0090197
pid1,GO:0090197
usp47,GO:0090197
synj2bp,GO:0090197
laptm4b,GO:0090197
camk2n1,GO:0090197
otub1,GO:0090197
pcid2,GO:0090197
dbndd2,GO:0090197
hdac8,GO:0090197
lmo3,GO:0090197
bex4,GO:0090197
mettl3,GO:0090197
trim39,GO:0090197
fmn2,GO:0090197
pmepa1,GO:0090197
pmepa1,GO:0090197
eppin,GO:0090197
xpo5,GO:0090197
xpo5,GO:0090197
ric1,GO:0090197
sh3rf1,GO:0090197
ppp4r4,GO:0090197
zfyve28,GO:0090197
trib3,GO:0090197
ccar2,GO:0090197
cactin,GO:0090197
card18,GO:0090197
senp2,GO:0090197
pbld,GO:0090197
p3h1,GO:0090197
cpeb1,GO:0090197
cep85,GO:0090197
deptor,GO:0090197
aida,GO:0090197
wnk2,GO:0090197
dusp26,GO:0090197
dusp26,GO:0090197
pdcl3,GO:0090197
chac1,GO:0090197
chmp6,GO:0090197
lin28a,GO:0090197
snip1,GO:0090197
tm4sf20,GO:0090197
prr5l,GO:0090197
zc3h12a,GO:0090197
rnf34,GO:0090197
cdk5rap3,GO:0090197
cdk5rap3,GO:0090197
srcin1,GO:0090197
rilp,GO:0090197
bcl2l12,GO:0090197
sesn2,GO:0090197
snx25,GO:0090197
usp44,GO:0090197
ppp1r1b,GO:0090197
vps25,GO:0090197
akt1s1,GO:0090197
zgpat,GO:0090197
zc3h10,GO:0090197
parp10,GO:0090197
ppp1r15b,GO:0090197
mastl,GO:0090197
ajuba,GO:0090197
unk,GO:0090197
bod1,GO:0090197
derl3,GO:0090197
nlrp12,GO:0090197
myadm,GO:0090197
marveld3,GO:0090197
myocd,GO:0090197
azin2,GO:0090197
card16,GO:0090197
malsu1,GO:0090197
agap2,GO:0090197
rffl,GO:0090197
lrrk2,GO:0090197
socs4,GO:0090197
hexim2,GO:0090197
wtip,GO:0090197
trim71,GO:0090197
trim71,GO:0090197
cpeb2,GO:0090197
trim40,GO:0090197
smcr8,GO:0090197
bcdin3d,GO:0090197
dtx3l,GO:0090197
paqr3,GO:0090197
dab2ip,GO:0090197
dab2ip,GO:0090197
spred1,GO:0090197
spred1,GO:0090197
zfpm1,GO:0090197
znf540,GO:0090197
znf675,GO:0090197
ago3,GO:0090197
ago3,GO:0090197
ago4,GO:0090197
ago4,GO:0090197
sdr16c5,GO:0090197
nlrp7,GO:0090197
spred2,GO:0090197
c9orf72,GO:0090197
defb114,GO:0090197
ythdf3,GO:0090197
casc2,GO:0090197
svip,GO:0090197
pydc1,GO:0090197
tiprl,GO:0090197
magea2b,GO:0090197
c3orf33,GO:0090197
cripak,GO:0090197
crb2,GO:0090197
nlrp2b,GO:0090197
ubac2,GO:0090197
nanos2,GO:0090197
spopl,GO:0090197
acer2,GO:0090197
nanos1,GO:0090197
nanos3,GO:0090197
dnd1,GO:0090197
svbp,GO:0090197
usp17l2,GO:0090197
inca1,GO:0090197
lin28b,GO:0090197
paip2b,GO:0090197
mirlet7a1,GO:0090197
mirlet7a1,GO:0090197
mirlet7a2,GO:0090197
mirlet7a2,GO:0090197
mirlet7a3,GO:0090197
mirlet7a3,GO:0090197
mirlet7b,GO:0090197
mirlet7c,GO:0090197
mirlet7e,GO:0090197
mirlet7f1,GO:0090197
mirlet7f2,GO:0090197
mirlet7g,GO:0090197
mir101-1,GO:0090197
mir101-2,GO:0090197
mir103a1,GO:0090197
mir103a2,GO:0090197
mir105-1,GO:0090197
mir105-2,GO:0090197
mir106a,GO:0090197
mir106b,GO:0090197
mir107,GO:0090197
mir10a,GO:0090197
mir10b,GO:0090197
mir1-1,GO:0090197
mir1-1,GO:0090197
mir1-2,GO:0090197
mir1-2,GO:0090197
mir124-1,GO:0090197
mir124-2,GO:0090197
mir124-3,GO:0090197
mir125a,GO:0090197
mir125b1,GO:0090197
mir125b2,GO:0090197
mir126,GO:0090197
mir128-1,GO:0090197
mir128-2,GO:0090197
mir129-1,GO:0090197
mir129-2,GO:0090197
mir130a,GO:0090197
mir130b,GO:0090197
mir132,GO:0090197
mir132,GO:0090197
mir133a1,GO:0090197
mir133a1,GO:0090197
mir133a2,GO:0090197
mir133a2,GO:0090197
mir134,GO:0090197
mir137,GO:0090197
mir138-1,GO:0090197
mir138-2,GO:0090197
mir140,GO:0090197
mir141,GO:0090197
mir141,GO:0090197
mir143,GO:0090197
mir145,GO:0090197
mir146a,GO:0090197
mir148a,GO:0090197
mir150,GO:0090197
mir152,GO:0090197
mir153-1,GO:0090197
mir153-2,GO:0090197
mir155,GO:0090197
mir155,GO:0090197
mir15a,GO:0090197
mir15b,GO:0090197
mir16-1,GO:0090197
mir16-2,GO:0090197
mir17,GO:0090197
mir17,GO:0090197
mir18a,GO:0090197
mir181a2,GO:0090197
mir181a2,GO:0090197
mir181b1,GO:0090197
